CodeID,Rat,Phase,SpeciesID,Species,Sex,Precipitation,TempMax,TempMin,Season,Sunit,spPhase
6g1,G,active decay,HSD,Hemilucilia_semidiaphana,F,14.07692308,19.32307692,25,spring,active decayG,active decayHSD
6g2,G,active decay,HSD,Hemilucilia_semidiaphana,F,14.07692308,19.32307692,25,spring,active decayG,active decayHSD
6g3,G,active decay,HSD,Hemilucilia_semidiaphana,M,14.07692308,19.32307692,25,spring,active decayG,active decayHSD
6g4,G,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayG,active decayCHA
6g5,G,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayG,active decayCHA
6g6,G,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayG,active decayCHA
6g7,G,active decay,CHP,Chrysomya_putoria,M,14.07692308,19.32307692,25,spring,active decayG,active decayCHP
6g8,G,active decay,CHP,Chrysomya_putoria,F,14.07692308,19.32307692,25,spring,active decayG,active decayCHP
6g9,G,active decay,SC,Sarconesia,M,14.07692308,19.32307692,25,spring,active decayG,active decaySC
6h1,H,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayH,active decayCHA
6h2,H,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayH,active decayCHA
6h3,H,active decay,CHA,Chrysomya_albiceps,F,14.07692308,19.32307692,25,spring,active decayH,active decayCHA
6i3,I,active decay,HSD,Hemilucilia_semidiaphana,M,5.055767196,18.91401058,24.49777778,summer,active decayI,active decayHSD
6k1,K,active decay,CHA,Chrysomya_albiceps,M,5.055767196,18.91401058,24.49777778,summer,active decayK,active decayCHA
6k2,K,active decay,CHA,Chrysomya_albiceps,M,5.055767196,18.91401058,24.49777778,summer,active decayK,active decayCHA
6k3,K,active decay,HSD,Hemilucilia_semidiaphana,M,5.055767196,18.91401058,24.49777778,summer,active decayK,active decayHSD
6l10,L,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayL,active decayCHA
6l11,L,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayL,active decayCHA
6l2,L,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayL,active decayCHA
6m2,M,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayM,active decayCHA
6m6,M,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayM,active decayCHA
6m8,M,active decay,CHA,Chrysomya_albiceps,F,5.055767196,18.91401058,24.49777778,summer,active decayM,active decayCHA
7a1,A,bloat,CL,Calliphora_lopesi,F,2.218181818,10.04545455,15.92,winter,bloatA,bloatCL
7a2,A,bloat,LE,Lucilia_eximia,F,2.218181818,10.04545455,15.92,winter,bloatA,bloatLE
7a3,A,bloat,HSD,Hemilucilia_semidiaphana,M,2.218181818,10.04545455,15.92,winter,bloatA,bloatHSD
7b2,B,bloat,HSD,Hemilucilia_semidiaphana,F,2.218181818,10.04545455,15.92,winter,bloatB,bloatHSD
7b3,B,bloat,LE,Lucilia_eximia,M,2.218181818,10.04545455,15.92,winter,bloatB,bloatLE
7c1,C,bloat,HSD,Hemilucilia_semidiaphana,F,2.218181818,10.04545455,15.92,winter,bloatC,bloatHSD
7c2,C,bloat,LE,Lucilia_eximia,M,2.218181818,10.04545455,15.92,winter,bloatC,bloatLE
7d1,D,bloat,CL,Calliphora_lopesi,F,2.218181818,10.04545455,15.92,winter,bloatD,bloatCL
7d2,D,bloat,LE,Lucilia_eximia,F,2.218181818,10.04545455,15.92,winter,bloatD,bloatLE
7g1,G,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayG,advance decayCHA
7g2,G,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayG,advance decayCHA
7g3,G,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayG,advance decayCHA
7g5,G,advance decay,LE,Lucilia_eximia,F,22.4,19.08571429,26.76,spring,advance decayG,advance decayLE
7h1,H,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayH,advance decayCHA
7h2,H,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayH,advance decayCHA
7h3,H,advance decay,CHA,Chrysomya_albiceps,F,22.4,19.08571429,26.76,spring,advance decayH,advance decayCHA
7k1,K,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayK,active decayCHA
7k2,K,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayK,active decayCHA
7k3,K,active decay,CHA,Chrysomya_albiceps,M,12.11019048,17.52860952,23.472,summer,active decayK,active decayCHA
7l1,L,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayL,active decayCHA
7l4,L,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayL,active decayCHA
7l7,L,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayL,active decayCHA
7m1,M,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayM,active decayCHA
7m2,M,active decay,CHA,Chrysomya_albiceps,F,12.11019048,17.52860952,23.472,summer,active decayM,active decayCHA
8a1,A,bloat,HSD,Hemilucilia_semidiaphana,F,2.169230769,13.60769231,18.12,winter,bloatA,bloatHSD
8a2,A,bloat,HSD,Hemilucilia_semidiaphana,M,2.169230769,13.60769231,18.12,winter,bloatA,bloatHSD
8a3,A,bloat,LE,Lucilia_eximia,M,2.169230769,13.60769231,18.12,winter,bloatA,bloatLE
8a5,A,bloat,LE,Lucilia_eximia,M,2.169230769,13.60769231,18.12,winter,bloatA,bloatLE
8b1,B,bloat,HSD,Hemilucilia_semidiaphana,F,2.169230769,13.60769231,18.12,winter,bloatB,bloatHSD
8b2,B,bloat,CL,Calliphora_lopesi,F,2.169230769,13.60769231,18.12,winter,bloatB,bloatCL
8b4,B,bloat,LE,Lucilia_eximia,F,2.169230769,13.60769231,18.12,winter,bloatB,bloatLE
8b5,B,bloat,LE,Lucilia_eximia,F,2.169230769,13.60769231,18.12,winter,bloatB,bloatLE
8c1,C,bloat,CL,Calliphora_lopesi,F,2.169230769,13.60769231,18.12,winter,bloatC,bloatCL
8c3,C,bloat,CL,Calliphora_lopesi,M,2.169230769,13.60769231,18.12,winter,bloatC,bloatCL
8c4,C,bloat,LS,Lucilia_sericata,F,2.169230769,13.60769231,18.12,winter,bloatC,bloatLS
8d2,D,bloat,HSD,Hemilucilia_semidiaphana,F,2.169230769,13.60769231,18.12,winter,bloatD,bloatHSD
8d3,D,bloat,CHA,Chrysomya_albiceps,M,2.169230769,13.60769231,18.12,winter,bloatD,bloatCHA
8d4,D,bloat,CL,Calliphora_lopesi,F,2.169230769,13.60769231,18.12,winter,bloatD,bloatCL
8d5,D,bloat,SC,Sarconesia,F,2.169230769,13.60769231,18.12,winter,bloatD,bloatSC
8d6,D,bloat,LE,Lucilia_eximia,F,2.169230769,13.60769231,18.12,winter,bloatD,bloatLE
8d7,D,bloat,LE,Lucilia_eximia,F,2.169230769,13.60769231,18.12,winter,bloatD,bloatLE
8g1,G,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayCHA
8g3,G,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayCHA
8g4,G,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayCHA
8g5,G,advance decay,HSD,Hemilucilia_semidiaphana,F,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayHSD
8g6,G,advance decay,LE,Lucilia_eximia,M,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayLE
8g7,G,advance decay,LE,Lucilia_eximia,F,4.233333333,17.66666667,22.76,spring,advance decayG,advance decayLE
8h1,H,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayH,advance decayCHA
8h2,H,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayH,advance decayCHA
8h3,H,advance decay,CHA,Chrysomya_albiceps,F,4.233333333,17.66666667,22.76,spring,advance decayH,advance decayCHA
8k1,K,active decay,CHA,Chrysomya_albiceps,F,9.237738095,15.36576191,22.48,summer,active decayK,active decayCHA
8l1,L,active decay,CHA,Chrysomya_albiceps,M,9.237738095,15.36576191,22.48,summer,active decayL,active decayCHA
8m1,M,active decay,CHA,Chrysomya_albiceps,M,9.237738095,15.36576191,22.48,summer,active decayM,active decayCHA
5r7,R,active decay,CHA,Chrysomya_albiceps,F,2.511111111,13.96666667,18.52,fall,active decayR,active decayCHA
9a1,A,bloat,LE,Lucilia_eximia,F,2.511111111,13.96666667,18.52,winter,bloatA,bloatLE
9a2,A,bloat,LE,Lucilia_eximia,F,2.511111111,13.96666667,18.52,winter,bloatA,bloatLE
9a3,A,bloat,LE,Lucilia_eximia,F,2.511111111,13.96666667,18.52,winter,bloatA,bloatLE
9a4,A,bloat,CL,Calliphora_lopesi,F,3.525,11.7125,19.28,winter,bloatA,bloatCL
9a5,A,bloat,CL,Calliphora_lopesi,F,3.525,11.7125,19.28,winter,bloatA,bloatCL
9a6,A,bloat,CL,Calliphora_lopesi,F,3.525,11.7125,19.28,winter,bloatA,bloatCL
9a7,A,bloat,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,bloatA,bloatHSD
9a8,A,bloat,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,bloatA,bloatHSD
9b1,B,bloat,CHA,Chrysomya_albiceps,F,3.525,11.7125,19.28,winter,bloatB,bloatCHA
9b11,B,bloat,PX,Paralucilia_xantho,F,3.525,11.7125,19.28,winter,bloatB,bloatPX
9b3,B,bloat,CHA,Chrysomya_albiceps,F,3.525,11.7125,19.28,winter,bloatB,bloatCHA
9b5,B,bloat,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,bloatB,bloatHSD
9b6,B,bloat,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,bloatB,bloatHSD
9b8,B,bloat,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,bloatB,bloatHSD
9c2,C,active decay,HSD,Hemilucilia_semidiaphana,F,3.525,11.7125,19.28,winter,active decayC,active decayHSD
9d1,D,bloat,CL,Calliphora_lopesi,F,3.525,11.7125,19.28,winter,bloatD,bloatCL
9g2,G,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayG,advance decayCHA
9g3,G,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayG,advance decayCHA
9h1,H,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayH,advance decayCHA
9h2,H,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayH,advance decayCHA
9h3,H,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayH,advance decayCHA
9i1,I,advance decay,CHA,Chrysomya_albiceps,F,15.3,13.15,22.96,summer,advance decayI,advance decayCHA
9i2,I,advance decay,CHA,Chrysomya_albiceps,F,15.3,13.15,22.96,summer,advance decayI,advance decayCHA
9m1,M,advance decay,CHA,Chrysomya_albiceps,F,15.3,13.15,22.96,summer,advance decayM,advance decayCHA
5r8,R,active decay,CHA,Chrysomya_albiceps,F,2.511111111,13.96666667,18.52,fall,active decayR,active decayCHA
8r1,R,active decay,LE,Lucilia_eximia,F,10.6,15.24,91.25,fall,active decayR,active decayLE
9p1,P,active decay,CHA,Chrysomya_albiceps,F,3.92,8.78,13.08,fall,active decayP,active decayCHA
9p2,P,active decay,LE,Lucilia_eximia,F,3.92,8.78,13.08,fall,active decayP,active decayLE
9r1,R,active decay,CHA,Chrysomya_albiceps,F,3.92,8.78,13.08,fall,active decayR,active decayCHA
9g4,G,advance decay,CHA,Chrysomya_albiceps,F,3.971428571,17.37142857,23.08,spring,advance decayG,advance decayCHA
11a2,A,active decay,CL,Calliphora_lopesi,M,4.714285714,22.98571429,28.16,winter,active decayA,active decayCL
1i2,I,fresh,LE,Lucilia_eximia,F,11.08571429,18.09880952,25.81142857,summer,freshI,freshLE
4r3,R,active decay,LE,Lucilia_eximia,F,15.44,15.1,19.48,fall,active decayR,active decayLE
